,Date,RealE_SUM
819,2022-06-28T12:17:00Z,202664709.26310813
820,2022-06-28T12:18:00Z,202670018.30180597
821,2022-06-28T12:19:00Z,202676045.1777286
822,2022-06-28T12:20:00Z,202682246.17435116
823,2022-06-28T12:21:00Z,202688747.7755782
824,2022-06-28T12:22:00Z,202694878.138332
825,2022-06-28T12:23:00Z,202700791.671535
826,2022-06-28T12:24:00Z,202706788.97979146
827,2022-06-28T12:25:00Z,202712648.30560693
828,2022-06-28T12:26:00Z,202717618.95879352
829,2022-06-28T12:27:00Z,202722336.64417106
830,2022-06-28T12:28:00Z,202727062.54278922
831,2022-06-28T12:29:00Z,202731776.94287023
832,2022-06-28T12:30:00Z,202736497.913544
833,2022-06-28T12:31:00Z,202741918.65231344
834,2022-06-28T12:32:00Z,202747564.43387413
835,2022-06-28T12:33:00Z,202753865.63203147
836,2022-06-28T12:34:00Z,202759918.79032385
837,2022-06-28T12:35:00Z,202766597.79754707
838,2022-06-28T12:36:00Z,202771979.11276174
839,2022-06-28T12:37:00Z,202777375.21180946
840,2022-06-28T12:38:00Z,202782489.47141942
841,2022-06-28T12:39:00Z,202787605.62425074
842,2022-06-28T12:40:00Z,202794072.72986722
843,2022-06-28T12:41:00Z,202799450.75978583
844,2022-06-28T12:42:00Z,202802458.44847873
845,2022-06-28T12:43:00Z,202805346.22385967
846,2022-06-28T12:44:00Z,202808427.83171743
847,2022-06-28T12:45:00Z,202812155.00028348
848,2022-06-28T12:46:00Z,202818311.64540702
849,2022-06-28T12:47:00Z,202823116.39113444
850,2022-06-28T12:48:00Z,202828275.94885388
851,2022-06-28T12:49:00Z,202833412.50949997
852,2022-06-28T12:50:00Z,202838429.15683395
853,2022-06-28T12:51:00Z,202843955.0250824
854,2022-06-28T12:52:00Z,202849878.41417405
855,2022-06-28T12:53:00Z,202856348.8050869
856,2022-06-28T12:54:00Z,202862815.91070375
857,2022-06-28T12:55:00Z,202869427.56935424
858,2022-06-28T12:56:00Z,202876124.64570656
859,2022-06-28T12:57:00Z,202882800.70173144
860,2022-06-28T12:58:00Z,202889499.08663392
861,2022-06-28T12:59:00Z,202896225.73065224
862,2022-06-28T13:00:00Z,202902958.945263
863,2022-06-28T13:01:00Z,202909729.2406354
864,2022-06-28T13:02:00Z,202916404.27063274
865,2022-06-28T13:03:00Z,202922861.2697873
866,2022-06-28T13:04:00Z,202928408.49246126
867,2022-06-28T13:05:00Z,202933099.89546907
868,2022-06-28T13:06:00Z,202938004.84273127
869,2022-06-28T13:07:00Z,202943345.09174308
870,2022-06-28T13:08:00Z,202948562.14214662
871,2022-06-28T13:09:00Z,202953143.4877308
872,2022-06-28T13:10:00Z,202957691.98035282
873,2022-06-28T13:11:00Z,202962463.09218687
